InstrumentName,Date,Yield
ICE_Bofa_US_HighYield,2021-06-16,4.10
ICE_Bofa_US_HighYield,2021-06-17,4.12
ICE_Bofa_US_HighYield,2021-06-18,4.14
ICE_Bofa_US_HighYield,2021-06-21,4.11
ICE_Bofa_US_HighYield,2021-06-22,4.10
ICE_Bofa_US_HighYield,2021-06-23,4.09
ICE_Bofa_US_HighYield,2021-06-24,4.05
ICE_Bofa_US_HighYield,2021-06-25,4.04
ICE_Bofa_US_HighYield,2021-06-28,4.01
ICE_Bofa_US_HighYield,2021-06-29,3.99
ICE_Bofa_US_HighYield,2021-06-30,4.01
ICE_Bofa_US_HighYield,2021-07-01,4.01
ICE_Bofa_US_HighYield,2021-07-02,3.99
ICE_Bofa_US_HighYield,2021-07-05,3.98
ICE_Bofa_US_HighYield,2021-07-06,3.95
ICE_Bofa_US_HighYield,2021-07-07,3.92
ICE_Bofa_US_HighYield,2021-07-08,3.97
ICE_Bofa_US_HighYield,2021-07-09,3.95
ICE_Bofa_US_HighYield,2021-07-12,3.94
ICE_Bofa_US_HighYield,2021-07-13,3.97
ICE_Bofa_US_HighYield,2021-07-14,3.99
ICE_Bofa_US_HighYield,2021-07-15,3.99
ICE_Bofa_US_HighYield,2021-07-16,4.04
ICE_Bofa_US_HighYield,2021-07-19,4.21
ICE_Bofa_US_HighYield,2021-07-20,4.15
ICE_Bofa_US_HighYield,2021-07-21,4.07
ICE_Bofa_US_HighYield,2021-07-22,4.04
ICE_Bofa_US_HighYield,2021-07-23,4.03
ICE_Bofa_US_HighYield,2021-07-26,4.02
ICE_Bofa_US_HighYield,2021-07-27,4.05
ICE_Bofa_US_HighYield,2021-07-28,4.07
ICE_Bofa_US_HighYield,2021-07-29,4.04
ICE_Bofa_US_HighYield,2021-07-30,4.04
ICE_Bofa_US_HighYield,2021-07-31,4.12
ICE_Bofa_US_HighYield,2021-08-02,4.11
ICE_Bofa_US_HighYield,2021-08-03,4.16
ICE_Bofa_US_HighYield,2021-08-04,4.19
ICE_Bofa_US_HighYield,2021-08-05,4.17
ICE_Bofa_US_HighYield,2021-08-06,4.17
ICE_Bofa_US_HighYield,2021-08-09,4.21
ICE_Bofa_US_HighYield,2021-08-10,4.21
