Date,Open,High,Low,Close,Adj Close,Volume
2021-10-07,129.97999572753906,130.0,129.86000061035156,129.8800048828125,125.81539154052734,396700
2021-10-08,129.8800048828125,129.8800048828125,129.6699981689453,129.72000122070312,125.66039276123047,540700
2021-10-11,129.55999755859375,129.5800018310547,129.44000244140625,129.44000244140625,125.38915252685547,199800
2021-10-12,129.5399932861328,129.69000244140625,129.50999450683594,129.6699981689453,125.61196899414062,561300
2021-10-13,129.5800018310547,129.77000427246094,129.5399932861328,129.6300048828125,125.57319641113281,1100100
2021-10-14,129.75,129.83999633789062,129.69000244140625,129.77000427246094,125.7088623046875,4573500
2021-10-15,129.52999877929688,129.60000610351562,129.35000610351562,129.38999938964844,125.34075164794922,558300
2021-10-18,129.1300048828125,129.25,129.02000427246094,129.19000244140625,125.14700317382812,667200
2021-10-19,129.22000122070312,129.24000549316406,129.1300048828125,129.1300048828125,125.08885955810547,592700
2021-10-20,129.17999267578125,129.27000427246094,129.13999938964844,129.16000366210938,125.1179428100586,595000
2021-10-21,129.0,129.0399932861328,128.80999755859375,128.82000732421875,124.7885971069336,828800
2021-10-22,128.80999755859375,128.97999572753906,128.67999267578125,128.92999267578125,124.89511108398438,985700
2021-10-25,128.99000549316406,129.14999389648438,128.97999572753906,129.10000610351562,125.05982208251953,539600
2021-10-26,129.00999450683594,129.0800018310547,128.91000366210938,129.05999755859375,125.02104949951172,691400
2021-10-27,129.1999969482422,129.36000061035156,128.8800048828125,129.27999877929688,125.23416900634766,1394100
2021-10-28,129.1199951171875,129.33999633789062,128.97000122070312,129.07000732421875,125.03077697753906,1233800
2021-10-29,128.83999633789062,129.1999969482422,128.74000549316406,129.0500030517578,125.01136016845703,1173900
2021-11-01,128.7899932861328,129.0500030517578,128.75999450683594,128.99000549316406,125.02882385253906,1767500
2021-11-02,129.14999389648438,129.36000061035156,129.1199951171875,129.25,125.28084564208984,858400
2021-11-03,129.22000122070312,129.24000549316406,128.80999755859375,129.1199951171875,125.15483856201172,2288000
2021-11-04,129.25,129.55999755859375,129.25,129.50999450683594,125.53284454345703,964000
2021-11-05,129.5800018310547,129.88999938964844,129.5,129.80999755859375,125.82363891601562,1625700
2021-11-08,129.67999267578125,129.69000244140625,129.3800048828125,129.39999389648438,125.42621612548828,1033500
2021-11-09,129.6699981689453,129.7899932861328,129.63999938964844,129.67999267578125,125.69763946533203,988500
2021-11-10,129.32000732421875,129.33999633789062,128.86000061035156,128.8699951171875,124.9124755859375,2343000
2021-11-11,128.7899932861328,128.80999755859375,128.57000732421875,128.5800018310547,124.63142395019531,544800
2021-11-12,128.86000061035156,128.9600067138672,128.74000549316406,128.82000732421875,124.86405944824219,843000
2021-11-15,128.8000030517578,128.82000732421875,128.60000610351562,128.6300048828125,124.67987060546875,688700
2021-11-16,128.57000732421875,128.72000122070312,128.5500030517578,128.60000610351562,124.65080261230469,602600
2021-11-17,128.58999633789062,128.8300018310547,128.58999633789062,128.8300018310547,124.87372589111328,937200
2021-11-18,128.6999969482422,128.89999389648438,128.6999969482422,128.89999389648438,124.94157409667969,924000
2021-11-19,129.1300048828125,129.25,128.8699951171875,128.91000366210938,124.95126342773438,1263400
2021-11-22,128.52000427246094,128.61000061035156,128.27999877929688,128.3300018310547,124.38909149169922,1062400
2021-11-23,128.22999572753906,128.32000732421875,128.1699981689453,128.19000244140625,124.2533950805664,859600
2021-11-24,128.1300048828125,128.27000427246094,128.0500030517578,128.24000549316406,124.30186462402344,841800
2021-11-26,129.0800018310547,129.30999755859375,129.00999450683594,129.17999267578125,125.21298217773438,1287600
2021-11-29,128.92999267578125,129.22999572753906,128.91000366210938,129.1699981689453,125.20330047607422,1464000
2021-11-30,129.60000610351562,129.8000030517578,128.97999572753906,129.33999633789062,125.36809539794922,2667500
2021-12-01,128.9499969482422,129.3800048828125,128.8699951171875,129.3800048828125,125.4805908203125,1556000
2021-12-02,129.2100067138672,129.24000549316406,128.8800048828125,129.02999877929688,125.14115142822266,1095900
2021-12-03,128.89999389648438,129.5399932861328,128.8000030517578,129.3800048828125,125.4805908203125,6126400
2021-12-06,129.25,129.2899932861328,128.9600067138672,129.0399932861328,125.15081787109375,1337600
2021-12-07,128.77999877929688,128.8699951171875,128.6699981689453,128.7100067138672,124.83077239990234,680500
2021-12-08,128.61000061035156,128.6999969482422,128.47999572753906,128.58999633789062,124.71439361572266,3451700
2021-12-09,128.6999969482422,128.85000610351562,128.5800018310547,128.67999267578125,124.80168914794922,1337000
2021-12-10,128.75,128.9499969482422,128.69000244140625,128.74000549316406,124.85986328125,2674900
2021-12-13,128.8300018310547,129.08999633789062,128.82000732421875,129.0,125.11200714111328,1154900
2021-12-14,128.85000610351562,128.92999267578125,128.75999450683594,128.8300018310547,124.9471435546875,619500
2021-12-15,128.69000244140625,128.86000061035156,128.50999450683594,128.80999755859375,124.9277572631836,1365200
2021-12-16,128.9499969482422,129.1699981689453,128.94000244140625,129.0800018310547,125.27033233642578,1709800
2021-12-17,129.22000122070312,129.33999633789062,129.0500030517578,129.1300048828125,125.31885528564453,1878600
