Date,Open,High,Low,Close,Adj Close,Volume
2021-10-08,142.25999450683594,142.35000610351562,141.52999877929688,141.8800048828125,134.79429626464844,17257800
2021-10-11,141.60000610351562,141.89999389648438,141.4499969482422,141.52000427246094,134.45220947265625,7213400
2021-10-12,142.6300048828125,144.00999450683594,142.47999572753906,143.94000244140625,136.75135803222656,17968700
2021-10-13,144.61000061035156,145.52999877929688,144.5800018310547,145.33999633789062,138.0814971923828,23584600
2021-10-14,145.3699951171875,145.9600067138672,144.9499969482422,145.8800048828125,138.59451293945312,12946400
2021-10-15,145.0,145.13999938964844,144.47000122070312,145.02999877929688,137.78700256347656,11811500
2021-10-18,145.0,146.0,144.52000427246094,145.7100067138672,138.43301391601562,12115900
2021-10-19,144.66000366210938,144.72999572753906,143.64999389648438,143.6999969482422,136.52340698242188,12156300
2021-10-20,143.25,143.67999267578125,142.50999450683594,142.72999572753906,135.60183715820312,12782500
2021-10-21,143.0,143.14999389648438,142.22999572753906,142.55999755859375,135.4403076171875,13660000
2021-10-22,143.4499969482422,144.39999389648438,143.2100067138672,144.1300048828125,136.9319610595703,13740000
2021-10-25,143.6699981689453,144.3000030517578,143.6300048828125,143.91000366210938,136.722900390625,8137900
2021-10-26,144.6199951171875,145.10000610351562,143.74000549316406,145.10000610351562,137.85350036621094,13671000
2021-10-27,146.39999389648438,148.17999267578125,145.92999267578125,147.74000549316406,140.3616485595703,22092300
2021-10-28,147.7899932861328,148.3300018310547,146.83999633789062,147.24000549316406,139.8865966796875,17497600
2021-10-29,146.47000122070312,148.0,146.32000732421875,147.69000244140625,140.3141632080078,19087300
2021-11-01,145.8000030517578,146.75999450683594,145.6999969482422,146.44000244140625,139.30386352539062,18035500
2021-11-02,146.5,147.57000732421875,146.5,147.08999633789062,139.9221954345703,9836700
2021-11-03,147.82000732421875,147.97999572753906,145.52999877929688,145.57000732421875,138.47630310058594,20639400
2021-11-04,145.8699951171875,147.36000061035156,145.85000610351562,147.10000610351562,139.93177795410156,15922400
2021-11-05,148.52000427246094,149.5800018310547,148.1300048828125,149.3000030517578,142.02452087402344,21513000
2021-11-08,148.9600067138672,149.27999877929688,148.50999450683594,149.02000427246094,141.7581329345703,12083800
2021-11-09,150.8000030517578,151.77000427246094,150.63999938964844,150.9600067138672,143.6036376953125,23430200
