Date,Open,High,Low,Close,Adj Close,Volume
2021-10-07,108.81999969482422,109.0,108.5999984741211,108.63999938964844,96.61943054199219,12147600
2021-10-08,108.66999816894531,108.70999908447266,108.41000366210938,108.44999694824219,96.45046997070312,9319300
2021-10-11,108.41000366210938,108.45999908447266,108.05999755859375,108.06999969482422,96.11248779296875,4081600
2021-10-12,108.16999816894531,108.38999938964844,108.16000366210938,108.2699966430664,96.29035949707031,9129100
2021-10-13,108.2699966430664,108.52999877929688,108.16000366210938,108.5199966430664,96.5126953125,5949400
2021-10-14,108.77999877929688,109.12999725341797,108.72000122070312,109.12000274658203,97.04631042480469,8974400
2021-10-15,109.19000244140625,109.19000244140625,108.88999938964844,108.9000015258789,96.85065460205078,10427400
2021-10-18,108.69999694824219,108.86000061035156,108.66000366210938,108.8499984741211,96.80619049072266,5206700
2021-10-19,108.91000366210938,108.94000244140625,108.83999633789062,108.93000030517578,96.87734985351562,8196000
2021-10-20,108.97000122070312,109.0199966430664,108.88999938964844,109.01000213623047,96.948486328125,7012100
2021-10-21,108.98999786376953,109.0199966430664,108.6500015258789,108.72000122070312,96.69056701660156,8430300
2021-10-22,108.66999816894531,108.70999908447266,108.41999816894531,108.4800033569336,96.47714233398438,7189800
2021-10-25,108.58000183105469,108.7300033569336,108.4000015258789,108.6500015258789,96.62833404541016,6374400
2021-10-26,108.83999633789062,108.86000061035156,108.66000366210938,108.68000030517578,96.65501403808594,9092600
2021-10-27,108.79000091552734,108.79000091552734,108.55000305175781,108.55999755859375,96.54828643798828,6023000
2021-10-28,108.7300033569336,108.83000183105469,108.66999816894531,108.81999969482422,96.77949523925781,6195800
2021-10-29,108.70999908447266,108.7300033569336,108.58000183105469,108.62000274658203,96.60163116455078,7184000
2021-11-01,108.37000274658203,108.37000274658203,108.08000183105469,108.11000061035156,96.4847183227539,9652100
2021-11-02,108.11000061035156,108.4000015258789,108.0999984741211,108.29000091552734,96.64537048339844,6705700
2021-11-03,108.33000183105469,108.55999755859375,108.22000122070312,108.55000305175781,96.87740325927734,7223000
2021-11-04,108.66000366210938,108.83000183105469,108.63999938964844,108.80999755859375,97.10945129394531,14149000
2021-11-05,109.01000213623047,109.30000305175781,108.9800033569336,109.30000305175781,97.5467758178711,11251200
2021-11-08,109.41999816894531,109.45999908447266,109.12999725341797,109.19000244140625,97.4486083984375,7789600
2021-11-09,109.27999877929688,109.29000091552734,109.08000183105469,109.2699966430664,97.52000427246094,14577500
2021-11-10,109.13999938964844,109.13999938964844,108.68000030517578,108.70999908447266,97.02021026611328,11440300
2021-11-11,108.77999877929688,108.77999877929688,108.5199966430664,108.54000091552734,96.86848449707031,2991700
2021-11-12,108.61000061035156,108.7300033569336,108.4800033569336,108.54000091552734,96.86848449707031,7379300
2021-11-15,108.62999725341797,108.62999725341797,108.37000274658203,108.41000366210938,96.75247955322266,6175900
2021-11-16,108.38999938964844,108.5199966430664,108.37000274658203,108.44000244140625,96.77923583984375,6083100
2021-11-17,108.45999908447266,108.4800033569336,108.26000213623047,108.27999877929688,96.63646697998047,7944500
2021-11-18,108.37000274658203,108.41000366210938,108.13999938964844,108.16000366210938,96.52936553955078,8327600
2021-11-19,108.12999725341797,108.27999877929688,108.06999969482422,108.08000183105469,96.45796966552734,9810600
2021-11-22,108.1500015258789,108.19000244140625,107.6500015258789,107.68000030517578,96.10096740722656,8053000
2021-11-23,107.6500015258789,107.80999755859375,107.41999816894531,107.52999877929688,95.96710968017578,13988600
2021-11-24,107.36000061035156,107.52999877929688,107.08999633789062,107.4800033569336,95.9224853515625,8090000
